# accession	asmId	taxId	vgpClade	Scientific_name	UCSC_common_name	NCBI_taxon_string
GCF_030144855.1	GCF_030144855.1_sHypSab1.hap1	79690	vertebrate	Hypanus_sabinus	Atlantic stingray (hap1 2023 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Chondrichthyes;Elasmobranchii;Batoidea;Myliobatiformes;Dasyatoidea;Dasyatidae;Hypanus;
GCF_030435755.1	GCF_030435755.1_mOchPri1.hap1	9978	mammals	Ochotona_princeps	American pika (hap1 2023)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Lagomorpha;Ochotonidae;Ochotona;
GCF_030435805.1	GCF_030435805.1_mMusLut2.pri	9666	mammals	Mustela_lutreola	European mink (primary hap 2023 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Carnivora;Caniformia;Musteloidea;Mustelidae;Mustelinae;Mustela;
GCF_030445035.2	GCF_030445035.2_mDasNov1.1.hap2	9361	mammals	Dasypus_novemcinctus	nine-banded armadillo (v2 hap2 2023)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Xenarthra;Cingulata;Dasypodidae;Dasypus;
GCF_030463535.1	GCF_030463535.1_fSalBra1.hap2	930266	fish	Salminus_brasiliensis	dorado (hap2 2023 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Characiphysae;Characiformes;Characoidei;Bryconidae;Salmininae;Salminus;
GCF_030490865.1	GCF_030490865.1_bPoeAtr1.hap1	48891	birds	Poecile_atricapillus	black-capped chickadee (hap1 2023)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Australaves;Passeriformes;Paridae;Poecile;
GCF_030684315.1	GCF_030684315.1_sSteTig4.hap1	3053191	vertebrate	Stegostoma_tigrinum	zebra shark (hap1 2023 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Chondrichthyes;Elasmobranchii;Selachii;Galeomorphii;Galeoidea;Orectolobiformes;Stegostomatidae;Stegostoma;
GCF_030867095.1	GCF_030867095.1_rAllMis1	8496	vertebrate	Alligator_mississippiensis	American alligator (2023 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Crocodylia;Alligatoridae;Alligatorinae;Alligator;
GCF_030936135.1	GCF_030936135.1_bGavSte3.hap2	37040	birds	Gavia_stellata	red-throated loon (hap2 2023 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Aequornithes;Gaviiformes;Gaviidae;Gavia;
GCF_031021105.1	GCF_031021105.1_rEryReg1.hap1	121349	vertebrate	Erythrolamprus_reginae	royal ground snake (hap1 2023 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Toxicofera;Serpentes;Colubroidea;Dipsadidae;Erythrolamprus;
GCF_032444005.1	GCF_032444005.1_aRanImi1.pri	111125	vertebrate	Ranitomeya_imitator	mimic poison frog (primary hap 2023 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Anura;Neobatrachia;Hyloidea;Dendrobatidae;Dendrobatinae;Ranitomeya;
GCF_035084215.1	GCF_035084215.1_sHepPer1.hap1	212740	vertebrate	Heptranchias_perlo	sharpnose sevengill shark (hap1 2024 genbank)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Chondrichthyes;Elasmobranchii;Selachii;Squalomorphii;Hexanchiformes;Hexanchidae;Heptranchias;
GCF_035149785.1	GCF_035149785.1_rCanAsp1.hap2	51853	vertebrate	Candoia_aspera	Papuan ground boa (hap2 2024 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Toxicofera;Serpentes;Henophidia;Boidae;Boinae;Candoia;
GCF_035609145.1	GCF_035609145.1_aEleCoq1.hap1	57060	vertebrate	Eleutherodactylus_coqui	Puerto Rican coqui (hap1 2024 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Anura;Neobatrachia;Hyloidea;Eleutherodactylidae;Eleutherodactylinae;Eleutherodactylus;Eleutherodactylus;
GCF_035770615.1	GCF_035770615.1_bMelMel2.pri	1914991	birds	Melospiza_melodia_melodia	song sparrow (primary hap 2024 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Australaves;Passeriformes;Passerellidae;Melospiza;Melospizamelodia;
GCF_036013445.1	GCF_036013445.1_bCalNic1.hap1	187106	birds	Caloenas_nicobarica	Nicobar pigeon (hap1 2024 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Columbimorphae;Columbiformes;Columbidae;Caloenas;
GCF_036013475.1	GCF_036013475.1_bColLiv1.pat.W.v2	8932	birds	Columba_livia	rock pigeon (v2 racing homer 2024 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Columbimorphae;Columbiformes;Columbidae;Columba;
GCF_036169615.1	GCF_036169615.1_bHelExo1.hap1	472823	birds	Heliangelus_exortis	tourmaline sunangel (hap1 2024 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Strisores;Apodiformes;Trochilidae;Heliangelus;
GCF_036172605.1	GCF_036172605.1_aPelFus1.pri	191477	vertebrate	Pelobates_fuscus	common spadefoot toad (primary hap 2024 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Anura;Pelobatoidea;Pelobatidae;Pelobates;
GCF_036250125.1	GCF_036250125.1_bDixPip1.hap1	415032	birds	Pseudopipra_pipra	white-crowned manakin (hap1 2024 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Australaves;Passeriformes;Pipridae;Pseudopipra;
GCF_036321535.1	GCF_036321535.1_mCamDro1.pat	9838	mammals	Camelus_dromedarius	Arabian camel (paternal hap 2024 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Tylopoda;Camelidae;Camelus;
GCF_036365525.1	GCF_036365525.1_sHetFra1.hap1	7792	vertebrate	Heterodontus_francisci	horn shark (sHetFra1hap1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Chondrichthyes;Elasmobranchii;Selachii;Galeomorphii;Heterodontoidea;Heterodontiformes;Heterodontidae;Heterodontus;
GCF_036370855.1	GCF_036370855.1_bDroNov1.hap1	8790	birds	Dromaius_novaehollandiae	emu (hap1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Palaeognathae;Casuariiformes;Dromaiidae;Dromaius;
GCF_036373705.1	GCF_036373705.1_fAmiCal2.hap1	7924	fish	Amia_calva	bowfin (hap1 2024 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Holostei;Amiiformes;Amiidae;Amia;
GCF_036417665.1	GCF_036417665.1_bPasDom1.hap1	48849	birds	Passer_domesticus	house sparrow (hap1 2024 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Australaves;Passeriformes;Passeroidea;Passeridae;Passer;
GCF_036417845.1	GCF_036417845.1_bAptMan1.hap1	2696672	birds	Apteryx_mantelli	North Island brown kiwi (hap1 2024 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Palaeognathae;Apterygiformes;Apterygidae;Apteryx;
GCF_036850765.1	GCF_036850765.1_mSacBil1_pri_phased_curated	59482	mammals	Saccopteryx_bilineata	greater sac-winged bat (primary hap 2024 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Yangochiroptera;Emballonuridae;Emballonurinae;Saccopteryx;
GCF_036850995.1	GCF_036850995.1_mSacLep1_pri_phased_curated	249018	mammals	Saccopteryx_leptura	lesser sac-winged bat (primary hap 2024 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Yangochiroptera;Emballonuridae;Emballonurinae;Saccopteryx;
GCF_036971445.1	GCF_036971445.1_sNarBan1.hap1	1343680	vertebrate	Narcine_bancroftii	Caribbean electric ray (hap1 2024 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Chondrichthyes;Elasmobranchii;Batoidea;Torpediniformes;Narcinidae;Narcine;
GCF_037157495.1	GCF_037157495.1_bLatDis1.hap1	678569	birds	Lathamus_discolor	swift parrot (hap1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Australaves;Psittaciformes;Psittacidae;Lathamus;
GCF_037176765.1	GCF_037176765.1_rAnoSag1.mat	38937	vertebrate	Anolis_sagrei	Brown anole (maternal hap 2024 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Toxicofera;Iguania;Dactyloidae;Anolis;
GCF_037176945.1	GCF_037176945.1_fLatCha1.pri	7897	vertebrate	Latimeria_chalumnae	coelacanth (fLatCha1 primary hap 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Coelacanthimorpha;Coelacanthiformes;Coelacanthidae;Latimeria;
GCF_037993035.1	GCF_037993035.1_T2T-MFA8v1.0	9541	primates	Macaca_fascicularis	crab-eating macaque (582-1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes;Catarrhini;Cercopithecoidea;Cercopithecidae;Cercopithecinae;Macaca;
GCF_039877785.1	GCF_039877785.1_fChaTrf1.hap1	109706	fish	Chaetodon_trifascialis	chevron butterflyfish (hap1 2024 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Chaetodontiformes;Chaetodontidae;Chaetodon;
GCF_039906515.1	GCF_039906515.1_mPseCra1.hap1	82174	mammals	Pseudorca_crassidens	false killer whale (hap1 2024 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Whippomorpha;Cetacea;Odontoceti;Delphinidae;Pseudorca;
GCF_040182565.1	GCF_040182565.1_Taihu_goose_T2T_genome	8845	birds	Anser_cygnoides	Swan (goose HZ-2024a 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Galloanserae;Anseriformes;Anatidae;Anserinae;Anser;
GCF_040807025.1	GCF_040807025.1_bStrCam1.hap1	8801	birds	Struthio_camelus	African ostrich (bStrCam1hap1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Palaeognathae;Struthioniformes;Struthionidae;Struthio;
GCF_040894005.1	GCF_040894005.1_aEngPut4.maternal	76066	vertebrate	Engystomops_pustulosus	Tungara frog (aEngPut4 maternal hap 2024 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Anura;Neobatrachia;Hyloidea;Leptodactylidae;Leiuperinae;Engystomops;
GCF_040937935.1	GCF_040937935.1_aHypRig1.pri	752182	vertebrate	Hyperolius_riggenbachi	Riggenbach's reed frog (aHypRig1 primary hap 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Anura;Neobatrachia;Microhyloidea;Hyperoliidae;Hyperolius;
GCF_040938575.1	GCF_040938575.1_UKY_AmexF1_1	8296	vertebrate	Ambystoma_mexicanum	axolotl (Mex_15411 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Caudata;Salamandroidea;Ambystomatidae;Ambystoma;
GCF_040954835.1	GCF_040954835.1_fLepOcu1.hap2	7918	vertebrate	Lepisosteus_oculatus	spotted gar (fLepOcu1hap2 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Holostei;Semionotiformes;Lepisosteidae;Lepisosteus;
GCF_042242105.1	GCF_042242105.1_fPemKlu1.hap1	3127111	fish	Pempheris_klunzingeri	rouch bullseye (RE-2024b hap1 2024 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Acropomatiformes;Pempheridae;Pempheris;
GCF_042477335.2	GCF_042477335.2_ARS-UI_OviCan_v2	37174	mammals	Ovis_canadensis	bighorn sheep (v2 Bighorn MfBH-ARS-UI-01 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Artiodactyla;Ruminantia;Pecora;Bovidae;Caprinae;Ovis;
GCF_043159975.1	GCF_043159975.1_mMacNem.hap1	9545	primates	Macaca_nemestrina	pig-tailed macaque (mMacNem1hap1 2024 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes;Catarrhini;Cercopithecoidea;Cercopithecidae;Cercopithecinae;Macaca;
GCF_043641665.1	GCF_043641665.1_fEnoArm2.hap1	215367	fish	Enoplosus_armatus	old wife E.armatus (hap1 2024)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Centrarchiformes;Centrarchoidei;Enoplosidae;Enoplosus;
GCF_044704955.1	GCF_044704955.1_sPriJap1.hap1	55135	vertebrate	Pristiophorus_japonicus	Japanese sawshark (hap1 2024 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Chondrichthyes;Elasmobranchii;Selachii;Squalomorphii;Pristiophoriformes;Pristiophoridae;Pristiophorus;
GCF_047511675.1	GCF_047511675.1_mMarFla1.hap1	93162	mammals	Marmota_flaviventris	yellow-bellied marmot (hap1 2025 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Sciuromorpha;Sciuridae;Xerinae;Marmotini;Marmota;
GCF_048164855.1	GCF_048164855.1_mCanLup2.hap1	143281	mammals	Canis_lupus_baileyi	Mexican gray wolf (hap1 2025 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Carnivora;Caniformia;Canidae;Canis;Canislupus;
GCF_900324465.2	GCF_900324465.2_fAnaTes1.2	64144	fish	Anabas_testudineus	climbing perch (v1.2 2018 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Anabantaria;Anabantiformes;Anabantoidei;Anabantidae;Anabas;
GCF_900324485.2	GCF_900324485.2_fMasArm1.2	205130	fish	Mastacembelus_armatus	zig-zag eel (v1.2 2019 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Anabantaria;Synbranchiformes;Mastacembeloidei;Mastacembelidae;Mastacembelus;
GCF_900496995.4	GCF_900496995.4_bAquChr1.4	223781	birds	Aquila_chrysaetos_chrysaetos	golden eagle (v1.4 2021)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Accipitrimorphae;Accipitriformes;Accipitridae;Accipitrinae;Aquila;Aquilachrysaetos;
GCF_900634415.1	GCF_900634415.1_fCotGob3.1	56716	fish	Cottoperca_gobio	channel bull blenny (2019 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Perciformes;Notothenioidei;Bovichtidae;Cottoperca;
GCF_900634625.1	GCF_900634625.1_fParRan2.1	210632	fish	Parambassis_ranga	Indian glassy fish (v1 2019)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Ovalentariaincertaesedis;Ambassidae;Parambassis;
GCF_900634775.1	GCF_900634775.1_fGouWil2.1	441366	fish	Gouania_willdenowi	blunt-snouted clingfish (v1 2019 refseq)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Blenniimorphae;Blenniiformes;Gobiesocoidei;Gobiesocidae;Gobiesocinae;Gouania;
GCF_900634795.4	GCF_900634795.4_fBetSpl5.4	158456	fish	Betta_splendens	Siamese fighting fish (v4 primary hap 2023)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Anabantaria;Anabantiformes;Anabantoidei;Osphronemidae;Macropodinae;Betta;
GCF_900700375.1	GCF_900700375.1_fDenClu1.1	299321	fish	Denticeps_clupeoides	denticle herring (v1 2019)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Clupei;Clupeiformes;Denticipitoidei;Denticipitidae;Denticeps;
GCF_900747795.2	GCF_900747795.2_fErpCal1.3	27687	fish	Erpetoichthys_calabaricus	reedfish (2021)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Cladistia;Polypteriformes;Polypteridae;Erpetoichthys;
GCF_900880675.1	GCF_900880675.1_fSpaAur1.1	8175	fish	Sparus_aurata	gilthead seabream (v1 2019)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Spariformes;Sparidae;Sparus;
GCF_900963305.1	GCF_900963305.1_fEcheNa1.1	173247	fish	Echeneis_naucrates	live sharksucker (v1 2019)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Carangaria;Carangiformes;Echeneidae;Echeneis;
GCF_900964775.1	GCF_900964775.1_fSclFor1.1	113540	fish	Scleropages_formosus	Asian bonytongue (2019)	Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Osteoglossocephala;Osteoglossomorpha;Osteoglossiformes;Osteoglossidae;Scleropages;
